Account Number,Transaction Posting date,Transaction capture date,Transaction amount,Debit or Credit,Transaction code,Transaction Currency
1234500280,2017-12-29,2017-12-29,698,C,2001,INR
1234500276,2017-07-20,2017-07-20,633,D,10001,INR
1234500240,2017-07-29,2017-07-29,1380,D,10001,USD
1234500950,2017-10-13,2017-10-13,1230,D,10001,HKD
1234500797,2018-01-23,2018-01-23,456,C,2001,INR
1234500987,2017-10-16,2017-10-16,265,C,2001,USD
1234500165,2017-10-03,2017-10-03,1429,D,10001,CAD
1234500911,2017-09-09,2017-09-09,818,C,2001,HKD
1234500621,2018-01-20,2018-01-20,1432,C,2001,CAD
1234500477,2017-12-28,2017-12-28,1017,C,2001,HKD
1234500753,2017-10-01,2017-10-01,598,C,2001,CAD
1234500524,2017-09-11,2017-09-11,531,C,2001,INR
1234500431,2017-11-16,2017-11-16,1131,C,2001,INR
1234500397,2017-09-03,2017-09-03,660,C,2001,INR
1234500912,2018-03-10,2018-03-10,1489,D,10001,INR
1234500305,2018-02-24,2018-02-24,974,D,10001,CAD
1234500680,2018-02-12,2018-02-12,1059,D,10001,CAD
1234500287,2017-10-08,2017-10-08,352,D,10001,CAD
1234500581,2017-09-23,2017-09-23,1180,D,10001,HKD
1234500625,2018-03-27,2018-03-27,1076,D,10001,HKD
1234500954,2018-03-23,2018-03-23,709,D,10001,HKD
1234500914,2017-12-13,2017-12-13,206,D,10001,CAD
1234500030,2017-09-12,2017-09-12,480,D,10001,USD
1234500170,2017-10-25,2017-10-25,600,C,2001,HKD
1234500617,2018-01-01,2018-01-01,506,C,2001,USD
1234500305,2017-09-27,2017-09-27,811,C,2001,INR
1234500209,2018-01-15,2018-01-15,1229,C,2001,USD
1234500183,2017-08-08,2017-08-08,706,D,10001,HKD
1234500545,2017-09-05,2017-09-05,398,D,10001,INR
1234500038,2017-09-15,2017-09-15,701,C,2001,INR
1234500296,2017-11-21,2017-11-21,432,D,10001,INR
1234500363,2018-01-20,2018-01-20,448,C,2001,USD
1234500770,2017-11-14,2017-11-14,856,D,10001,HKD
1234500824,2017-08-11,2017-08-11,721,D,10001,CAD
1234500829,2017-07-13,2017-07-13,836,C,2001,USD
1234500529,2017-11-06,2017-11-06,595,D,10001,USD
1234500946,2017-07-05,2017-07-05,512,C,2001,USD
1234500481,2018-03-10,2018-03-10,766,C,2001,INR
1234500448,2017-07-15,2017-07-15,453,D,10001,USD
1234500576,2017-11-26,2017-11-26,415,D,10001,USD
1234500792,2018-03-01,2018-03-01,907,C,2001,INR
1234500187,2017-09-15,2017-09-15,852,C,2001,HKD
1234500899,2017-07-16,2017-07-16,535,D,10001,CAD
1234500628,2017-12-11,2017-12-11,763,C,2001,CAD
1234500356,2017-11-03,2017-11-03,826,C,2001,CAD
1234500987,2017-12-21,2017-12-21,312,D,10001,CAD
1234500498,2017-07-28,2017-07-28,406,D,10001,USD
1234500547,2017-10-13,2017-10-13,1017,D,10001,CAD
1234500910,2017-07-27,2017-07-27,669,D,10001,INR
1234500525,2017-08-13,2017-08-13,917,C,2001,INR
1234500652,2018-03-05,2018-03-05,1161,D,10001,HKD
1234500002,2017-07-05,2017-07-05,976,C,2001,USD
1234500905,2017-10-12,2017-10-12,1157,C,2001,HKD
1234500691,2017-12-19,2017-12-19,524,D,10001,INR
1234500198,2017-07-18,2017-07-18,420,D,10001,HKD
1234500203,2017-10-19,2017-10-19,1098,D,10001,CAD
1234500734,2017-09-18,2017-09-18,1131,C,2001,USD
1234500565,2017-10-04,2017-10-04,1258,C,2001,HKD
1234500238,2018-01-05,2018-01-05,737,C,2001,HKD
1234500456,2018-01-20,2018-01-20,424,C,2001,INR
1234500088,2017-09-13,2017-09-13,1342,C,2001,CAD
1234500588,2017-08-05,2017-08-05,706,C,2001,CAD
1234500753,2017-09-11,2017-09-11,1483,D,10001,HKD
1234500335,2017-09-15,2017-09-15,1071,D,10001,CAD
1234500643,2018-03-18,2018-03-18,475,D,10001,USD
1234500932,2017-08-27,2017-08-27,763,C,2001,INR
1234500318,2018-01-27,2018-01-27,1295,D,10001,INR
1234500896,2017-08-04,2017-08-04,892,C,2001,CAD
1234500443,2017-08-22,2017-08-22,1241,D,10001,CAD
1234500090,2017-12-11,2017-12-11,141,C,2001,USD
1234500526,2017-08-29,2017-08-29,1117,C,2001,CAD
1234500634,2018-01-28,2018-01-28,688,D,10001,USD
1234500999,2017-10-31,2017-10-31,736,C,2001,HKD
1234500720,2017-10-21,2017-10-21,271,C,2001,INR
1234500177,2017-11-15,2017-11-15,648,C,2001,HKD
1234500720,2017-07-01,2017-07-01,938,D,10001,USD
1234500065,2017-10-28,2017-10-28,974,D,10001,USD
1234500567,2018-02-22,2018-02-22,1265,D,10001,CAD
1234500971,2017-11-01,2017-11-01,553,D,10001,CAD
1234500528,2017-08-15,2017-08-15,1243,D,10001,CAD
1234500422,2018-02-13,2018-02-13,714,D,10001,USD
1234500684,2017-11-28,2017-11-28,641,D,10001,USD
1234500248,2017-10-15,2017-10-15,1447,C,2001,CAD
1234500035,2017-11-04,2017-11-04,389,C,2001,HKD
1234500470,2017-08-02,2017-08-02,128,C,2001,CAD
1234500159,2017-11-23,2017-11-23,927,C,2001,CAD
1234500385,2017-07-06,2017-07-06,841,D,10001,CAD
1234500658,2018-03-24,2018-03-24,387,C,2001,CAD
1234500746,2018-02-27,2018-02-27,437,D,10001,CAD
1234500411,2017-11-01,2017-11-01,992,C,2001,USD
1234500598,2017-12-13,2017-12-13,893,D,10001,CAD
1234500896,2017-07-30,2017-07-30,390,C,2001,CAD
1234500829,2017-07-07,2017-07-07,998,C,2001,USD
1234500258,2018-03-28,2018-03-28,196,D,10001,USD
1234500349,2017-12-30,2017-12-30,589,D,10001,CAD
1234500393,2017-08-26,2017-08-26,149,C,2001,CAD
1234500440,2017-10-02,2017-10-02,544,D,10001,USD
1234500931,2017-08-07,2017-08-07,955,C,2001,USD
1234500955,2017-12-29,2017-12-29,803,D,10001,CAD
1234500315,2018-02-25,2018-02-25,1275,D,10001,INR
1234500179,2017-07-30,2017-07-30,228,C,2001,CAD
1234500787,2017-11-02,2017-11-02,254,D,10001,HKD
1234500260,2018-02-12,2018-02-12,679,D,10001,USD
1234500377,2017-10-10,2017-10-10,402,C,2001,CAD
1234500640,2017-09-08,2017-09-08,828,C,2001,INR
1234500374,2017-12-10,2017-12-10,1043,D,10001,CAD
1234500917,2017-12-19,2017-12-19,516,C,2001,USD
1234500159,2018-03-04,2018-03-04,920,D,10001,INR
1234500689,2017-07-03,2017-07-03,311,D,10001,HKD
1234500683,2017-09-28,2017-09-28,1480,D,10001,HKD
1234500664,2017-09-23,2017-09-23,369,C,2001,INR
1234500777,2017-09-11,2017-09-11,838,C,2001,INR
1234500430,2017-12-20,2017-12-20,329,C,2001,CAD
1234500051,2017-08-26,2017-08-26,671,D,10001,HKD
1234500013,2018-03-24,2018-03-24,1306,D,10001,USD
1234500498,2018-03-30,2018-03-30,525,C,2001,CAD
1234500039,2018-01-02,2018-01-02,1079,C,2001,INR
1234500576,2018-03-28,2018-03-28,672,D,10001,INR
1234500949,2017-12-17,2017-12-17,870,C,2001,USD
1234500899,2018-01-20,2018-01-20,978,C,2001,HKD
1234500837,2017-10-09,2017-10-09,298,C,2001,INR
1234500125,2017-09-21,2017-09-21,1394,D,10001,USD
1234500033,2018-03-08,2018-03-08,1289,C,2001,HKD
1234500057,2017-12-09,2017-12-09,1222,D,10001,HKD
1234500690,2018-01-29,2018-01-29,1179,D,10001,CAD
1234500487,2017-10-21,2017-10-21,872,D,10001,USD
1234500769,2017-11-03,2017-11-03,721,D,10001,USD
1234500973,2017-07-21,2017-07-21,1141,C,2001,HKD
1234500203,2017-07-09,2017-07-09,367,C,2001,INR
1234500423,2017-12-26,2017-12-26,884,C,2001,HKD
1234500651,2018-03-01,2018-03-01,1496,C,2001,HKD
1234500475,2017-07-20,2017-07-20,1024,D,10001,CAD
1234500276,2017-11-11,2017-11-11,1428,D,10001,USD
1234500228,2017-12-30,2017-12-30,323,C,2001,HKD
1234500663,2017-08-17,2017-08-17,1016,D,10001,USD
1234500337,2018-03-12,2018-03-12,534,D,10001,HKD
1234500398,2017-08-02,2017-08-02,1294,C,2001,HKD
1234500045,2018-02-17,2018-02-17,1263,C,2001,CAD
1234500249,2018-02-07,2018-02-07,476,C,2001,USD
1234500190,2017-09-11,2017-09-11,105,C,2001,CAD
1234500279,2017-07-27,2017-07-27,899,C,2001,HKD
1234500083,2018-01-31,2018-01-31,1305,D,10001,CAD
1234500910,2018-03-20,2018-03-20,1131,D,10001,HKD
1234500062,2017-10-27,2017-10-27,1243,C,2001,INR
1234500204,2017-07-11,2017-07-11,304,C,2001,HKD
1234500540,2017-08-17,2017-08-17,1389,D,10001,INR
1234500073,2018-01-04,2018-01-04,1229,D,10001,USD
1234500098,2017-09-20,2017-09-20,682,D,10001,CAD
1234500045,2017-07-23,2017-07-23,335,D,10001,CAD
1234500168,2018-02-01,2018-02-01,433,C,2001,USD
1234500977,2017-10-19,2017-10-19,939,D,10001,USD
1234500376,2017-08-19,2017-08-19,763,D,10001,USD
1234500563,2017-12-22,2017-12-22,295,D,10001,USD
1234500747,2017-12-17,2017-12-17,795,C,2001,HKD
1234500030,2017-10-31,2017-10-31,505,D,10001,HKD
1234500603,2018-03-28,2018-03-28,1329,C,2001,INR
1234500381,2017-12-27,2017-12-27,874,D,10001,INR
1234500792,2018-01-20,2018-01-20,986,D,10001,CAD
1234500423,2017-10-18,2017-10-18,276,C,2001,USD
1234500692,2017-10-29,2017-10-29,982,D,10001,INR
1234500396,2017-09-21,2017-09-21,1289,C,2001,HKD
1234500366,2017-10-08,2017-10-08,751,C,2001,CAD
1234500449,2017-11-02,2017-11-02,1147,C,2001,USD
1234500680,2018-02-01,2018-02-01,624,D,10001,HKD
1234500451,2017-09-17,2017-09-17,1102,D,10001,USD
1234500510,2017-12-12,2017-12-12,740,C,2001,INR
1234500963,2018-01-30,2018-01-30,1070,D,10001,CAD
1234500891,2018-02-05,2018-02-05,579,D,10001,HKD
1234500214,2017-12-17,2017-12-17,202,D,10001,INR
1234500195,2018-01-25,2018-01-25,537,D,10001,CAD
1234500688,2017-08-29,2017-08-29,801,C,2001,HKD
1234500098,2018-03-09,2018-03-09,1385,C,2001,INR
1234500140,2018-01-06,2018-01-06,208,C,2001,HKD
1234500615,2017-09-26,2017-09-26,1368,D,10001,HKD
1234500259,2017-12-18,2017-12-18,1245,C,2001,INR
1234500247,2017-09-08,2017-09-08,562,C,2001,INR
1234500036,2017-07-24,2017-07-24,1144,D,10001,INR
1234500660,2017-12-12,2017-12-12,1256,D,10001,CAD
1234500125,2017-12-07,2017-12-07,696,D,10001,HKD
1234500154,2017-07-15,2017-07-15,447,C,2001,HKD
1234500761,2017-11-17,2017-11-17,167,C,2001,HKD
1234500750,2018-03-14,2018-03-14,466,C,2001,INR
1234500619,2017-08-11,2017-08-11,943,C,2001,CAD
1234500848,2017-08-20,2017-08-20,1111,D,10001,HKD
1234500406,2017-10-31,2017-10-31,277,C,2001,USD
1234500198,2018-03-13,2018-03-13,1477,D,10001,HKD
1234500925,2018-01-16,2018-01-16,323,D,10001,HKD
1234500715,2017-08-11,2017-08-11,724,D,10001,HKD
1234500134,2017-11-20,2017-11-20,327,C,2001,HKD
1234500765,2017-11-11,2017-11-11,563,C,2001,USD
1234500353,2017-11-18,2017-11-18,632,D,10001,HKD
1234500418,2017-11-02,2017-11-02,559,C,2001,CAD
1234500121,2018-03-21,2018-03-21,1472,D,10001,INR
1234500821,2017-11-08,2017-11-08,517,C,2001,HKD
1234500477,2017-10-13,2017-10-13,1081,D,10001,CAD
1234500620,2017-07-15,2017-07-15,1279,C,2001,INR
1234500608,2018-02-09,2018-02-09,855,D,10001,INR
1234500308,2017-10-15,2017-10-15,658,D,10001,HKD
1234500942,2017-08-17,2017-08-17,317,C,2001,USD
1234500016,2018-01-14,2018-01-14,1411,D,10001,USD
1234500152,2017-11-05,2017-11-05,975,D,10001,CAD
1234500222,2017-08-14,2017-08-14,1079,D,10001,HKD
1234500811,2017-12-21,2017-12-21,1055,D,10001,USD
1234500011,2017-10-26,2017-10-26,340,C,2001,USD
1234500161,2017-11-02,2017-11-02,842,D,10001,INR
1234500745,2017-11-21,2017-11-21,1419,D,10001,CAD
1234500837,2018-02-06,2018-02-06,812,C,2001,INR
1234500683,2018-02-27,2018-02-27,1320,D,10001,CAD
1234500753,2017-11-21,2017-11-21,371,D,10001,USD
1234500778,2017-11-24,2017-11-24,971,D,10001,INR
1234500672,2017-09-16,2017-09-16,1131,C,2001,USD
1234500959,2017-07-23,2017-07-23,148,C,2001,CAD
1234500393,2017-11-05,2017-11-05,1077,C,2001,USD
1234500711,2017-12-05,2017-12-05,1181,D,10001,INR
1234500796,2017-12-31,2017-12-31,1214,C,2001,INR
1234500787,2018-02-05,2018-02-05,548,C,2001,HKD
1234500147,2018-01-24,2018-01-24,1221,D,10001,CAD
1234500209,2017-11-26,2017-11-26,372,C,2001,INR
1234500782,2018-01-17,2018-01-17,1238,C,2001,USD
1234500794,2018-01-23,2018-01-23,582,C,2001,INR
1234500122,2017-12-13,2017-12-13,352,C,2001,HKD
1234500251,2018-02-25,2018-02-25,442,C,2001,USD
1234500280,2018-03-29,2018-03-29,713,D,10001,INR
1234500321,2017-09-27,2017-09-27,523,D,10001,USD
1234500313,2018-01-19,2018-01-19,873,D,10001,INR
1234500819,2017-07-16,2017-07-16,973,C,2001,CAD
1234500551,2017-10-05,2017-10-05,119,D,10001,USD
1234500868,2017-07-31,2017-07-31,673,C,2001,INR
1234500407,2018-02-25,2018-02-25,943,C,2001,CAD
1234500627,2017-12-07,2017-12-07,474,C,2001,CAD
1234500338,2017-12-07,2017-12-07,332,C,2001,USD
1234500569,2018-01-28,2018-01-28,751,C,2001,CAD
1234500262,2017-08-13,2017-08-13,1132,D,10001,HKD
1234500720,2017-12-05,2017-12-05,804,C,2001,HKD
1234500287,2017-11-27,2017-11-27,1329,D,10001,HKD
1234500252,2018-01-18,2018-01-18,1057,C,2001,HKD
1234500710,2018-01-11,2018-01-11,1336,C,2001,HKD
1234500484,2017-12-03,2017-12-03,947,C,2001,INR
1234500429,2017-09-14,2017-09-14,209,D,10001,INR
1234500566,2017-11-09,2017-11-09,632,D,10001,CAD
1234500638,2018-03-29,2018-03-29,1461,D,10001,USD
1234500298,2017-09-22,2017-09-22,424,D,10001,INR
1234500333,2018-02-03,2018-02-03,1379,D,10001,HKD
1234500704,2017-08-09,2017-08-09,1401,D,10001,INR
1234500101,2017-11-29,2017-11-29,1266,D,10001,USD
1234500513,2017-10-16,2017-10-16,177,D,10001,CAD
1234500016,2017-10-14,2017-10-14,147,D,10001,CAD
1234500062,2017-11-28,2017-11-28,1356,C,2001,USD
1234500669,2017-12-07,2017-12-07,1284,D,10001,INR
1234500867,2017-08-02,2017-08-02,106,C,2001,HKD
1234500763,2017-12-31,2017-12-31,443,C,2001,HKD
1234500786,2018-02-06,2018-02-06,1357,D,10001,CAD
1234500963,2017-10-14,2017-10-14,1121,D,10001,INR
1234500833,2017-11-19,2017-11-19,1081,D,10001,USD
1234500345,2018-02-17,2018-02-17,1230,C,2001,HKD
1234500084,2018-01-03,2018-01-03,1252,D,10001,HKD
1234500051,2017-07-10,2017-07-10,114,C,2001,INR
1234500656,2017-10-12,2017-10-12,645,C,2001,INR
1234500731,2017-09-23,2017-09-23,1287,C,2001,CAD
1234500941,2018-01-24,2018-01-24,120,D,10001,CAD
1234500950,2018-02-20,2018-02-20,1344,C,2001,USD
1234500946,2017-12-20,2017-12-20,477,D,10001,USD
1234500516,2018-03-15,2018-03-15,1267,D,10001,INR
1234500245,2017-08-04,2017-08-04,616,D,10001,CAD
1234500413,2017-10-07,2017-10-07,391,C,2001,USD
1234500089,2018-01-03,2018-01-03,793,D,10001,USD
1234500912,2018-02-04,2018-02-04,678,D,10001,USD
1234500377,2018-02-27,2018-02-27,302,D,10001,USD
1234500108,2017-07-01,2017-07-01,474,C,2001,INR
1234500465,2018-01-02,2018-01-02,1361,D,10001,INR
1234500676,2017-10-19,2017-10-19,1188,C,2001,USD
1234500858,2017-08-08,2017-08-08,218,D,10001,INR
1234500501,2017-10-05,2017-10-05,1180,C,2001,USD
1234500493,2017-11-30,2017-11-30,549,D,10001,INR
1234500048,2017-09-13,2017-09-13,1450,C,2001,INR
1234500755,2018-03-29,2018-03-29,764,C,2001,CAD
1234500881,2017-10-18,2017-10-18,117,D,10001,HKD
1234500203,2018-03-22,2018-03-22,918,C,2001,CAD
1234500389,2017-12-30,2017-12-30,171,D,10001,USD
1234500094,2017-10-12,2017-10-12,625,D,10001,INR
1234500573,2017-08-05,2017-08-05,520,C,2001,INR
1234500980,2017-07-18,2017-07-18,1097,D,10001,HKD
1234500455,2018-03-24,2018-03-24,571,C,2001,CAD
1234500503,2018-03-13,2018-03-13,386,D,10001,HKD
1234500552,2017-12-17,2017-12-17,633,C,2001,INR
1234500518,2017-09-24,2017-09-24,1483,D,10001,USD
1234500044,2017-12-09,2017-12-09,1421,D,10001,INR
1234500519,2017-09-06,2017-09-06,994,D,10001,INR
1234500807,2017-07-09,2017-07-09,1365,D,10001,INR
1234500937,2017-07-19,2017-07-19,1110,D,10001,USD
1234500720,2017-12-03,2017-12-03,616,D,10001,INR
1234500190,2018-01-21,2018-01-21,1470,C,2001,INR
1234500334,2017-07-29,2017-07-29,1476,C,2001,CAD
1234500240,2017-09-22,2017-09-22,545,C,2001,CAD
1234500199,2017-11-08,2017-11-08,1172,D,10001,INR
1234500564,2017-09-09,2017-09-09,296,C,2001,CAD
1234500596,2017-11-06,2017-11-06,1399,C,2001,INR
1234500738,2018-02-12,2018-02-12,709,D,10001,HKD
1234500932,2018-01-28,2018-01-28,475,D,10001,INR
1234500436,2018-01-04,2018-01-04,999,D,10001,INR
1234500750,2017-08-10,2017-08-10,419,D,10001,HKD
1234500055,2017-07-30,2017-07-30,1450,C,2001,INR
1234500657,2017-07-22,2017-07-22,1303,C,2001,USD
1234500690,2018-02-13,2018-02-13,875,D,10001,CAD
1234500342,2017-09-10,2017-09-10,1305,C,2001,USD
1234500677,2018-01-12,2018-01-12,553,D,10001,CAD
1234500715,2017-09-02,2017-09-02,436,D,10001,USD
1234500187,2017-12-24,2017-12-24,958,C,2001,USD
1234500788,2018-02-10,2018-02-10,798,C,2001,CAD
1234500981,2017-10-07,2017-10-07,659,D,10001,CAD
1234500980,2018-01-11,2018-01-11,899,D,10001,CAD
1234500836,2017-11-27,2017-11-27,654,D,10001,HKD
1234500105,2018-03-25,2018-03-25,1413,D,10001,CAD
1234500914,2018-03-21,2018-03-21,157,C,2001,INR
1234500241,2018-01-28,2018-01-28,1043,D,10001,USD
1234500217,2017-09-04,2017-09-04,1042,C,2001,CAD
1234500211,2017-12-23,2017-12-23,439,D,10001,CAD
1234500835,2017-08-17,2017-08-17,353,D,10001,INR
1234500376,2017-09-05,2017-09-05,557,D,10001,USD
1234500380,2018-03-06,2018-03-06,1458,C,2001,USD
1234500896,2017-09-14,2017-09-14,1343,D,10001,HKD
1234500306,2018-01-10,2018-01-10,922,D,10001,CAD
1234500135,2018-02-18,2018-02-18,304,D,10001,INR
1234500815,2017-09-08,2017-09-08,678,D,10001,INR
1234500108,2017-12-24,2017-12-24,260,C,2001,HKD
1234500512,2017-08-31,2017-08-31,1453,D,10001,HKD
1234500131,2017-11-04,2017-11-04,861,C,2001,HKD
1234500659,2017-10-15,2017-10-15,491,C,2001,USD
1234500885,2017-07-03,2017-07-03,1344,C,2001,HKD
1234500247,2017-07-23,2017-07-23,760,D,10001,CAD
1234500957,2018-03-17,2018-03-17,1399,D,10001,HKD
1234500448,2017-11-03,2017-11-03,825,D,10001,CAD
1234500629,2017-10-07,2017-10-07,423,D,10001,HKD
1234500037,2017-10-30,2017-10-30,771,C,2001,HKD
1234500006,2018-03-29,2018-03-29,1065,C,2001,HKD
1234500799,2017-09-06,2017-09-06,1484,D,10001,USD
1234500808,2018-01-14,2018-01-14,1208,D,10001,INR
1234500427,2017-12-25,2017-12-25,1024,D,10001,CAD
1234500635,2017-12-01,2017-12-01,530,C,2001,INR
1234500425,2018-03-14,2018-03-14,1384,C,2001,INR
1234500494,2017-11-18,2017-11-18,1431,C,2001,HKD
1234500458,2017-12-22,2017-12-22,697,D,10001,INR
1234500800,2017-07-08,2017-07-08,881,D,10001,INR
1234500614,2018-03-15,2018-03-15,1165,C,2001,HKD
1234500538,2017-07-20,2017-07-20,1379,C,2001,USD
1234500583,2018-01-04,2018-01-04,1045,D,10001,CAD
1234500616,2017-07-07,2017-07-07,1285,C,2001,HKD
1234500517,2017-07-28,2017-07-28,289,D,10001,HKD
1234500104,2017-07-12,2017-07-12,157,C,2001,INR
1234500167,2017-12-21,2017-12-21,596,C,2001,CAD
1234500498,2017-12-13,2017-12-13,596,D,10001,HKD
1234500004,2017-07-29,2017-07-29,399,D,10001,USD
1234500600,2017-12-31,2017-12-31,1174,D,10001,INR
1234500565,2017-12-08,2017-12-08,757,D,10001,HKD
1234500086,2017-07-22,2017-07-22,827,C,2001,USD
1234500867,2017-08-28,2017-08-28,374,C,2001,INR
1234500658,2017-08-02,2017-08-02,565,C,2001,HKD
1234500382,2017-12-01,2017-12-01,1149,D,10001,USD
1234500648,2017-08-15,2017-08-15,1063,D,10001,CAD
1234500768,2018-01-03,2018-01-03,888,C,2001,HKD
1234500295,2017-09-25,2017-09-25,776,C,2001,HKD
1234500064,2017-10-25,2017-10-25,185,D,10001,INR
1234500955,2017-11-20,2017-11-20,958,C,2001,CAD
1234500538,2017-09-25,2017-09-25,1111,C,2001,CAD
1234500485,2018-03-08,2018-03-08,1425,C,2001,INR
1234500313,2017-08-03,2017-08-03,1379,C,2001,INR
1234500758,2018-02-28,2018-02-28,681,D,10001,CAD
1234500142,2018-01-26,2018-01-26,122,C,2001,CAD
1234500052,2017-08-14,2017-08-14,1113,C,2001,CAD
1234500247,2017-10-09,2017-10-09,1142,C,2001,INR
1234500186,2018-02-22,2018-02-22,685,C,2001,USD
1234500392,2018-01-29,2018-01-29,186,C,2001,INR
1234500925,2017-08-14,2017-08-14,832,D,10001,INR
1234500798,2018-02-04,2018-02-04,463,C,2001,HKD
1234500494,2017-07-19,2017-07-19,367,D,10001,HKD
1234500418,2017-11-01,2017-11-01,1182,D,10001,USD
1234500420,2018-03-30,2018-03-30,714,D,10001,USD
1234500799,2017-12-06,2017-12-06,1012,D,10001,INR
1234500167,2018-01-18,2018-01-18,882,C,2001,INR
1234500091,2017-08-25,2017-08-25,511,C,2001,HKD
1234500103,2018-02-14,2018-02-14,109,D,10001,HKD
1234500519,2018-01-02,2018-01-02,292,C,2001,CAD
1234500328,2017-10-17,2017-10-17,455,D,10001,INR
1234500895,2018-03-21,2018-03-21,1342,D,10001,CAD
1234500407,2018-02-24,2018-02-24,239,D,10001,INR
1234500668,2017-09-23,2017-09-23,628,C,2001,CAD
1234500156,2017-07-07,2017-07-07,988,C,2001,USD
1234500046,2018-01-04,2018-01-04,1212,D,10001,USD
1234500264,2018-01-04,2018-01-04,610,D,10001,INR
1234500109,2017-11-17,2017-11-17,1408,D,10001,USD
1234500739,2017-07-22,2017-07-22,981,D,10001,INR
1234500300,2018-03-12,2018-03-12,1378,C,2001,INR
1234500331,2018-01-20,2018-01-20,166,C,2001,INR
1234500685,2017-12-25,2017-12-25,986,D,10001,INR
1234500732,2017-10-23,2017-10-23,1459,C,2001,HKD
1234500887,2018-01-26,2018-01-26,764,C,2001,CAD
1234500376,2018-03-01,2018-03-01,1086,D,10001,HKD
1234500509,2017-11-04,2017-11-04,143,D,10001,HKD
1234500730,2017-11-26,2017-11-26,1241,D,10001,USD
1234500150,2017-10-28,2017-10-28,1272,C,2001,CAD
1234500385,2017-11-02,2017-11-02,860,D,10001,USD
1234500129,2018-03-17,2018-03-17,701,C,2001,HKD
1234500667,2017-10-27,2017-10-27,415,C,2001,HKD
1234500366,2018-03-28,2018-03-28,810,D,10001,INR
1234500855,2017-11-06,2017-11-06,239,C,2001,INR
1234500892,2017-10-30,2017-10-30,1275,C,2001,USD
1234500462,2017-09-16,2017-09-16,1005,C,2001,CAD
1234500003,2018-03-20,2018-03-20,693,C,2001,INR
1234500184,2017-08-03,2017-08-03,1094,D,10001,HKD
1234500188,2018-03-24,2018-03-24,420,C,2001,CAD
1234500692,2018-02-12,2018-02-12,392,C,2001,USD
1234500816,2017-12-10,2017-12-10,1255,D,10001,CAD
1234500865,2017-12-24,2017-12-24,212,D,10001,CAD
1234500062,2018-01-08,2018-01-08,155,C,2001,HKD
1234500291,2017-12-21,2017-12-21,167,D,10001,CAD
1234500374,2017-09-09,2017-09-09,798,D,10001,CAD
1234500461,2017-11-29,2017-11-29,565,C,2001,INR
1234500260,2018-01-31,2018-01-31,1201,C,2001,USD
1234500666,2017-09-16,2017-09-16,621,D,10001,USD
1234500755,2017-12-02,2017-12-02,671,D,10001,USD
1234500125,2017-07-13,2017-07-13,1445,D,10001,HKD
1234500516,2018-03-13,2018-03-13,756,D,10001,USD
1234500358,2017-11-20,2017-11-20,569,D,10001,USD
1234500071,2017-07-09,2017-07-09,371,C,2001,HKD
1234500937,2017-11-08,2017-11-08,110,D,10001,CAD
1234500646,2017-07-13,2017-07-13,1345,C,2001,HKD
1234500923,2018-01-01,2018-01-01,576,D,10001,HKD
1234500844,2018-03-16,2018-03-16,1346,D,10001,HKD
1234500828,2017-07-10,2017-07-10,1077,D,10001,USD
1234500907,2017-11-22,2017-11-22,339,D,10001,CAD
1234500637,2017-07-11,2017-07-11,201,C,2001,HKD
1234500530,2018-02-20,2018-02-20,1065,D,10001,CAD
1234500131,2018-01-22,2018-01-22,343,D,10001,USD
1234500693,2018-01-27,2018-01-27,148,D,10001,CAD
1234500787,2018-02-03,2018-02-03,1127,D,10001,CAD
1234500054,2017-12-26,2017-12-26,891,C,2001,HKD
1234500605,2017-08-11,2017-08-11,436,D,10001,USD
1234500373,2017-12-23,2017-12-23,1217,D,10001,USD
1234500677,2017-09-28,2017-09-28,632,C,2001,CAD
1234500264,2017-10-21,2017-10-21,809,C,2001,USD
1234500320,2017-10-21,2017-10-21,1243,C,2001,CAD
1234500550,2017-08-20,2017-08-20,714,D,10001,USD
1234500465,2017-07-02,2017-07-02,849,D,10001,INR
1234500290,2018-03-03,2018-03-03,344,D,10001,CAD
1234500782,2017-12-22,2017-12-22,1492,C,2001,USD
1234500129,2018-02-10,2018-02-10,119,C,2001,HKD
1234500299,2018-02-22,2018-02-22,100,D,10001,USD
1234500406,2018-03-03,2018-03-03,1164,D,10001,INR
1234500557,2017-10-08,2017-10-08,533,D,10001,CAD
1234500477,2018-03-23,2018-03-23,1021,D,10001,CAD
1234500476,2018-01-03,2018-01-03,1493,D,10001,INR
1234500441,2018-03-25,2018-03-25,224,D,10001,USD
1234500661,2017-10-10,2017-10-10,169,D,10001,USD
1234500775,2017-10-05,2017-10-05,517,C,2001,INR
1234500417,2018-02-03,2018-02-03,955,D,10001,INR
1234500799,2017-12-15,2017-12-15,520,D,10001,INR
1234500768,2018-01-06,2018-01-06,1251,C,2001,USD
1234500449,2017-09-08,2017-09-08,662,D,10001,USD
1234500240,2017-09-13,2017-09-13,445,D,10001,CAD
1234500511,2017-08-30,2017-08-30,1083,C,2001,HKD
1234500505,2017-10-05,2017-10-05,1118,C,2001,INR
1234500263,2018-02-15,2018-02-15,1271,D,10001,HKD
1234500787,2017-07-20,2017-07-20,375,D,10001,HKD
1234500456,2017-08-17,2017-08-17,132,D,10001,HKD
1234500813,2017-11-18,2017-11-18,982,C,2001,CAD
1234500406,2017-08-14,2017-08-14,988,C,2001,USD
1234500547,2017-09-17,2017-09-17,372,D,10001,HKD
